latitude,longitude
-49.125,13.791667
-49.125,16.291666
-49.125,18.791666
-49.125,21.291666
-49.125,23.791666
-49.125,26.291666
-49.125,28.791666
-49.125,31.291666
-49.125,33.791668
-49.125,36.291668
-49.125,38.791668
-49.125,41.291668
-49.125,43.791668
-49.125,46.291668
-49.125,48.791668
-49.125,51.291668
-49.125,53.791668
-49.125,56.291668
-49.125,58.791668
-49.125,61.291668
-49.125,63.791668
-49.125,66.291664
-49.09897,68.72292
-49.11913,71.32302
-49.125,73.791664
-49.125,76.291664
-49.125,78.791664
-49.125,81.291664
-49.125,83.791664
-49.125,86.291664
-49.125,88.791664
-49.125,91.291664
-49.125,93.791664
-49.125,96.291664
-49.125,98.791664
-49.125,101.291664
-49.125,103.791664
-49.125,106.291664
-49.125,108.791664
-49.125,111.291664
-49.125,113.791664
-49.125,116.291664
-49.125,118.791664
-49.125,121.291664
-49.125,123.791664
-49.125,126.291664
-49.125,128.79167
-49.125,131.29167
-49.125,133.79167
-49.125,136.29167
-49.125,138.79167
-49.125,141.29167
-49.125,143.79167
-49.125,146.29167
-49.125,148.79167
-49.125,151.29167
-49.125,153.79167
-49.125,156.29167
-49.125,158.79167
-49.125,161.29167
-49.125,163.79167
-49.125,166.29167
-49.125,168.79167
-49.125,171.29167
-49.125,173.79167
-49.125,176.29167
-49.125,178.75
-46.625,-178.70833
-46.625,-176.20833
-46.625,-173.70833
-46.625,-171.20833
-46.625,-168.70833
-46.625,-166.20833
-46.625,-163.70833
-46.625,-161.20833
-46.625,-158.70833
-46.625,-156.20833
-46.625,-153.70833
-46.625,-151.20833
-46.625,-148.70833
-46.625,-146.20833
-46.625,-143.70833
-46.625,-141.20833
-46.625,-138.70833
-46.625,-136.20833
-46.625,-133.70833
-46.625,-131.20833
-46.625,-128.70833
-46.625,-126.208336
-46.625,-123.708336
-46.625,-121.208336
-46.625,-118.708336
-46.625,-116.208336
-46.625,-113.708336
-46.625,-111.208336
-46.625,-108.708336
-46.625,-106.208336
-46.625,-103.708336
-46.625,-101.208336
-46.625,-98.708336
-46.625,-96.208336
-46.625,-93.708336
-46.625,-91.208336
-46.625,-88.708336
-46.625,-86.208336
-46.625,-83.708336
-46.625,-81.208336
-46.625,-78.708336
-46.62898,-76.232574
-46.584133,-74.421875
-46.166668,-67.541664
-46.372066,-65.99452
-46.625,-63.708332
-46.625,-61.208332
-46.625,-58.708332
-46.625,-56.208332
-46.625,-53.708332
-46.625,-51.208332
-46.625,-48.708332
-46.625,-46.208332
-46.625,-43.708332
-46.625,-41.208332
-46.625,-38.708332
-46.625,-36.208332
-46.625,-33.708332
-46.625,-31.208334
-46.625,-28.708334
-46.625,-26.208334
-46.625,-23.708334
-46.625,-21.208334
-46.625,-18.708334
-46.625,-16.208334
-46.625,-13.708333
-46.625,-11.208333
-46.625,-8.708333
-46.625,-6.2083335
-46.625,-3.7083333
-46.625,-1.2083334
-46.625,1.2916666
-46.625,3.7916667
-46.625,6.2916665
-46.625,8.791667
-46.625,11.291667
-46.625,13.791667
-46.625,16.291666
-46.625,18.791666
-46.625,21.291666
-46.625,23.791666
-46.625,26.291666
-46.625,28.791666
-46.625,31.291666
-46.625,33.791668
-46.625,36.291668
-46.622055,38.80219
-46.625,41.291668
-46.625,43.791668
-46.625,46.291668
-46.625,48.791668
-46.625,51.291668
-46.625,53.791668
-46.625,56.291668
-46.625,58.791668
-46.625,61.291668
-46.625,63.791668
-46.625,66.291664
-46.625,68.791664
-46.625,71.291664
-46.625,73.791664
-46.625,76.291664
-46.625,78.791664
-46.625,81.291664
-46.625,83.791664
-46.625,86.291664
-46.625,88.791664
-46.625,91.291664
-46.625,93.791664
-46.625,96.291664
-46.625,98.791664
-46.625,101.291664
-46.625,103.791664
-46.625,106.291664
-46.625,108.791664
-46.625,111.291664
-46.625,113.791664
-46.625,116.291664
-46.625,118.791664
-46.625,121.291664
-46.625,123.791664
-46.625,126.291664
-46.625,128.79167
-46.625,131.29167
-46.625,133.79167
-46.625,136.29167
-46.625,138.79167
-46.625,141.29167
-46.625,143.79167
-46.625,146.29167
-46.625,148.79167
-46.625,151.29167
-46.625,153.79167
-46.625,156.29167
-46.625,158.79167
-46.625,161.29167
-46.625,163.79167
-46.721912,166.19414
-47.205013,168.83388
-46.69944,171.364
-46.625,173.79167
-46.625,176.29167
-46.625,178.75
-44.125,-178.70833
-44.126263,-176.20538
-44.125,-173.70833
-44.125,-171.20833
-44.125,-168.70833
-44.125,-166.20833
-44.125,-163.70833
-44.125,-161.20833
-44.125,-158.70833
-44.125,-156.20833
-44.125,-153.70833
-44.125,-151.20833
-44.125,-148.70833
-44.125,-146.20833
-44.125,-143.70833
-44.125,-141.20833
-44.125,-138.70833
-44.125,-136.20833
-44.125,-133.70833
-44.125,-131.20833
-44.125,-128.70833
-44.125,-126.208336
-44.125,-123.708336
-44.125,-121.208336
-44.125,-118.708336
-44.125,-116.208336
-44.125,-113.708336
-44.125,-111.208336
-44.125,-108.708336
-44.125,-106.208336
-44.125,-103.708336
-44.125,-101.208336
-44.125,-98.708336
-44.125,-96.208336
-44.125,-93.708336
-44.125,-91.208336
-44.125,-88.708336
-44.125,-86.208336
-44.125,-83.708336
-44.125,-81.208336
-44.125,-78.708336
-44.125,-76.208336
-44.04856,-74.04151
-44.786232,-65.478775
-44.15516,-63.681316
-44.125,-61.208332
-44.125,-58.708332
-44.125,-56.208332
-44.125,-53.708332
-44.125,-51.208332
-44.125,-48.708332
-44.125,-46.208332
-44.125,-43.708332
-44.125,-41.208332
-44.125,-38.708332
-44.125,-36.208332
-44.125,-33.708332
-44.125,-31.208334
-44.125,-28.708334
-44.125,-26.208334
-44.125,-23.708334
-44.125,-21.208334
-44.125,-18.708334
-44.125,-16.208334
-44.125,-13.708333
-44.125,-11.208333
-44.125,-8.708333
-44.125,-6.2083335
-44.125,-3.7083333
-44.125,-1.2083334
-44.125,1.2916666
-44.125,3.7916667
-44.125,6.2916665
-44.125,8.791667
-44.125,11.291667
-44.125,13.791667
-44.125,16.291666
-44.125,18.791666
-44.125,21.291666
-44.125,23.791666
-44.125,26.291666
-44.125,28.791666
-44.125,31.291666
-44.125,33.791668
-44.125,36.291668
-44.125,38.791668
-44.125,41.291668
-44.125,43.791668
-44.125,46.291668
-44.125,48.791668
-44.125,51.291668
-44.125,53.791668
-44.125,56.291668
-44.125,58.791668
-44.125,61.291668
-44.125,63.791668
-44.125,66.291664
-44.125,68.791664
-44.125,71.291664
-44.125,73.791664
-44.125,76.291664
-44.125,78.791664
-44.125,81.291664
-44.125,83.791664
-44.125,86.291664
-44.125,88.791664
-44.125,91.291664
-44.125,93.791664
-44.125,96.291664
-44.125,98.791664
-44.125,101.291664
-44.125,103.791664
-44.125,106.291664
-44.125,108.791664
-44.125,111.291664
-44.125,113.791664
-44.125,116.291664
-44.125,118.791664
-44.125,121.291664
-44.125,123.791664
-44.125,126.291664
-44.125,128.79167
-44.125,131.29167
-44.125,133.79167
-44.125,136.29167
-44.125,138.79167
-44.125,141.29167
-44.125,143.79167
-44.299343,146.2533
-44.13397,148.79988
-44.125,151.29167
-44.125,153.79167
-44.125,156.29167
-44.125,158.79167
-44.125,161.29167
-44.125,163.79167
-44.080433,166.24768
-43.467728,168.5356
-44.625446,171.77075
-44.18461,173.86671
-44.125,176.29167
-44.125,178.75
-41.625,-178.70833
-41.625,-176.20833
-41.625,-173.70833
-41.625,-171.20833
-41.625,-168.70833
-41.625,-166.20833
-41.625,-163.70833
-41.625,-161.20833
-41.625,-158.70833
-41.625,-156.20833
-41.625,-153.70833
-41.625,-151.20833
-41.625,-148.70833
-41.625,-146.20833
-41.625,-143.70833
-41.625,-141.20833
-41.625,-138.70833
-41.625,-136.20833
-41.625,-133.70833
-41.625,-131.20833
-41.625,-128.70833
-41.625,-126.208336
-41.625,-123.708336
-41.625,-121.208336
-41.625,-118.708336
-41.625,-116.208336
-41.625,-113.708336
-41.625,-111.208336
-41.625,-108.708336
-41.625,-106.208336
-41.625,-103.708336
-41.625,-101.208336
-41.625,-98.708336
-41.625,-96.208336
-41.625,-93.708336
-41.625,-91.208336
-41.625,-88.708336
-41.625,-86.208336
-41.625,-83.708336
-41.625,-81.208336
-41.625,-78.708336
-41.625,-76.208336
-41.71892,-74.08777
-41.125,-65.041664
-41.86183,-63.651485
-41.64697,-61.18258
-41.625,-58.708332
-41.625,-56.208332
-41.625,-53.708332
-41.625,-51.208332
-41.625,-48.708332
-41.625,-46.208332
-41.625,-43.708332
-41.625,-41.208332
-41.625,-38.708332
-41.625,-36.208332
-41.625,-33.708332
-41.625,-31.208334
-41.625,-28.708334
-41.625,-26.208334
-41.625,-23.708334
-41.625,-21.208334
-41.625,-18.708334
-41.625,-16.208334
-41.625,-13.708333
-41.625,-11.208333
-41.625,-8.708333
-41.625,-6.2083335
-41.625,-3.7083333
-41.625,-1.2083334
-41.625,1.2916666
-41.625,3.7916667
-41.625,6.2916665
-41.625,8.791667
-41.625,11.291667
-41.625,13.791667
-41.625,16.291666
-41.625,18.791666
-41.625,21.291666
-41.625,23.791666
-41.625,26.291666
-41.625,28.791666
-41.625,31.291666
-41.625,33.791668
-41.625,36.291668
-41.625,38.791668
-41.625,41.291668
-41.625,43.791668
-41.625,46.291668
-41.625,48.791668
-41.625,51.291668
-41.625,53.791668
-41.625,56.291668
-41.625,58.791668
-41.625,61.291668
-41.625,63.791668
-41.625,66.291664
-41.625,68.791664
-41.625,71.291664
-41.625,73.791664
-41.625,76.291664
-41.625,78.791664
-41.625,81.291664
-41.625,83.791664
-41.625,86.291664
-41.625,88.791664
-41.625,91.291664
-41.625,93.791664
-41.625,96.291664
-41.625,98.791664
-41.625,101.291664
-41.625,103.791664
-41.625,106.291664
-41.625,108.791664
-41.625,111.291664
-41.625,113.791664
-41.625,116.291664
-41.625,118.791664
-41.625,121.291664
-41.625,123.791664
-41.625,126.291664
-41.625,128.79167
-41.625,131.29167
-41.625,133.79167
-41.625,136.29167
-41.625,138.79167
-41.625,141.29167
-41.64627,143.73747
-40.91913,146.17792
-41.60754,149.06789
-41.625,151.29167
-41.625,153.79167
-41.625,156.29167
-41.625,158.79167
-41.625,161.29167
-41.625,163.79167
-41.625,166.29167
-41.625,168.79167
-41.406597,170.96123
-41.482605,174.18622
-41.818882,176.44708
-41.625,178.75
-39.125,-178.70833
-39.125,-176.20833
-39.125,-173.70833
-39.125,-171.20833
-39.125,-168.70833
-39.125,-166.20833
-39.125,-163.70833
-39.125,-161.20833
-39.125,-158.70833
-39.125,-156.20833
-39.125,-153.70833
-39.125,-151.20833
-39.125,-148.70833
-39.125,-146.20833
-39.125,-143.70833
-39.125,-141.20833
-39.125,-138.70833
-39.125,-136.20833
-39.125,-133.70833
-39.125,-131.20833
-39.125,-128.70833
-39.125,-126.208336
-39.125,-123.708336
-39.125,-121.208336
-39.125,-118.708336
-39.125,-116.208336
-39.125,-113.708336
-39.125,-111.208336
-39.125,-108.708336
-39.125,-106.208336
-39.125,-103.708336
-39.125,-101.208336
-39.125,-98.708336
-39.125,-96.208336
-39.125,-93.708336
-39.125,-91.208336
-39.125,-88.708336
-39.125,-86.208336
-39.125,-83.708336
-39.125,-81.208336
-39.125,-78.708336
-39.125,-76.208336
-39.097404,-74.2081
-40.333332,-65.375
-39.75,-63.541664
-39.670216,-61.046337
-39.461807,-58.62449
-39.125,-56.208332
-39.125,-53.708332
-39.125,-51.208332
-39.125,-48.708332
-39.125,-46.208332
-39.125,-43.708332
-39.125,-41.208332
-39.125,-38.708332
-39.125,-36.208332
-39.125,-33.708332
-39.125,-31.208334
-39.125,-28.708334
-39.125,-26.208334
-39.125,-23.708334
-39.125,-21.208334
-39.125,-18.708334
-39.125,-16.208334
-39.125,-13.708333
-39.125,-11.208333
-39.125,-8.708333
-39.125,-6.2083335
-39.125,-3.7083333
-39.125,-1.2083334
-39.125,1.2916666
-39.125,3.7916667
-39.125,6.2916665
-39.125,8.791667
-39.125,11.291667
-39.125,13.791667
-39.125,16.291666
-39.125,18.791666
-39.125,21.291666
-39.125,23.791666
-39.125,26.291666
-39.125,28.791666
-39.125,31.291666
-39.125,33.791668
-39.125,36.291668
-39.125,38.791668
-39.125,41.291668
-39.125,43.791668
-39.125,46.291668
-39.125,48.791668
-39.125,51.291668
-39.125,53.791668
-39.125,56.291668
-39.125,58.791668
-39.125,61.291668
-39.125,63.791668
-39.125,66.291664
-39.125,68.791664
-39.125,71.291664
-39.125,73.791664
-39.125,76.291664
-39.125,78.791664
-39.125,81.291664
-39.125,83.791664
-39.125,86.291664
-39.125,88.791664
-39.125,91.291664
-39.125,93.791664
-39.125,96.291664
-39.125,98.791664
-39.125,101.291664
-39.125,103.791664
-39.125,106.291664
-39.125,108.791664
-39.125,111.291664
-39.125,113.791664
-39.125,116.291664
-39.125,118.791664
-39.125,121.291664
-39.125,123.791664
-39.125,126.291664
-39.125,128.79167
-39.125,131.29167
-39.125,133.79167
-39.125,136.29167
-39.125,138.79167
-39.283184,141.23795
-39.42057,143.85533
-39.485645,146.29851
-39.097687,148.82129
-39.125,151.29167
-39.125,153.79167
-39.125,156.29167
-39.125,158.79167
-39.125,161.29167
-39.125,163.79167
-39.125,166.29167
-39.125,168.79167
-39.125,171.29167
-39.126675,173.5546
-39.835567,177.1012
-39.23765,178.87808
-36.625,-178.70833
-36.625,-176.20833
-36.625,-173.70833
-36.625,-171.20833
-36.625,-168.70833
-36.625,-166.20833
-36.625,-163.70833
-36.625,-161.20833
-36.625,-158.70833
-36.625,-156.20833
-36.625,-153.70833
-36.625,-151.20833
-36.625,-148.70833
-36.625,-146.20833
-36.625,-143.70833
-36.625,-141.20833
-36.625,-138.70833
-36.625,-136.20833
-36.625,-133.70833
-36.625,-131.20833
-36.625,-128.70833
-36.625,-126.208336
-36.625,-123.708336
-36.625,-121.208336
-36.625,-118.708336
-36.625,-116.208336
-36.625,-113.708336
-36.625,-111.208336
-36.625,-108.708336
-36.625,-106.208336
-36.625,-103.708336
-36.625,-101.208336
-36.625,-98.708336
-36.625,-96.208336
-36.625,-93.708336
-36.625,-91.208336
-36.625,-88.708336
-36.625,-86.208336
-36.625,-83.708336
-36.625,-81.208336
-36.625,-78.708336
-36.625,-76.208336
-36.477585,-74.002785
-36.60551,-55.98811
-36.625,-53.708332
-36.625,-51.208332
-36.625,-48.708332
-36.625,-46.208332
-36.625,-43.708332
-36.625,-41.208332
-36.625,-38.708332
-36.625,-36.208332
-36.625,-33.708332
-36.625,-31.208334
-36.625,-28.708334
-36.625,-26.208334
-36.625,-23.708334
-36.625,-21.208334
-36.625,-18.708334
-36.625,-16.208334
-36.625,-13.708333
-36.625,-11.208333
-36.625,-8.708333
-36.625,-6.2083335
-36.625,-3.7083333
-36.625,-1.2083334
-36.625,1.2916666
-36.625,3.7916667
-36.625,6.2916665
-36.625,8.791667
-36.625,11.291667
-36.625,13.791667
-36.625,16.291666
-36.625,18.791666
-36.625,21.291666
-36.625,23.791666
-36.625,26.291666
-36.625,28.791666
-36.625,31.291666
-36.625,33.791668
-36.625,36.291668
-36.625,38.791668
-36.625,41.291668
-36.625,43.791668
-36.625,46.291668
-36.625,48.791668
-36.625,51.291668
-36.625,53.791668
-36.625,56.291668
-36.625,58.791668
-36.625,61.291668
-36.625,63.791668
-36.625,66.291664
-36.625,68.791664
-36.625,71.291664
-36.625,73.791664
-36.625,76.291664
-36.625,78.791664
-36.625,81.291664
-36.625,83.791664
-36.625,86.291664
-36.625,88.791664
-36.625,91.291664
-36.625,93.791664
-36.625,96.291664
-36.625,98.791664
-36.625,101.291664
-36.625,103.791664
-36.625,106.291664
-36.625,108.791664
-36.625,111.291664
-36.625,113.791664
-36.625,116.291664
-36.625,118.791664
-36.625,121.291664
-36.625,123.791664
-36.625,126.291664
-36.625,128.79167
-36.625,131.29167
-36.625,133.79167
-36.679317,136.23587
-36.797268,138.64262
-37.75926,140.16667
-37.72222,149.39958
-36.657406,151.33873
-36.625,153.79167
-36.625,156.29167
-36.625,158.79167
-36.625,161.29167
-36.625,163.79167
-36.625,166.29167
-36.625,168.79167
-36.625,171.29167
-36.73446,173.59198
-36.449886,176.44196
-36.574417,178.78055
-34.125,-178.70833
-34.125,-176.20833
-34.125,-173.70833
-34.125,-171.20833
-34.125,-168.70833
-34.125,-166.20833
-34.125,-163.70833
-34.125,-161.20833
-34.125,-158.70833
-34.125,-156.20833
-34.125,-153.70833
-34.125,-151.20833
-34.125,-148.70833
-34.125,-146.20833
-34.125,-143.70833
-34.125,-141.20833
-34.125,-138.70833
-34.125,-136.20833
-34.125,-133.70833
-34.125,-131.20833
-34.125,-128.70833
-34.125,-126.208336
-34.125,-123.708336
-34.125,-121.208336
-34.125,-118.708336
-34.125,-116.208336
-34.125,-113.708336
-34.125,-111.208336
-34.125,-108.708336
-34.125,-106.208336
-34.125,-103.708336
-34.125,-101.208336
-34.125,-98.708336
-34.125,-96.208336
-34.125,-93.708336
-34.125,-91.208336
-34.125,-88.708336
-34.125,-86.208336
-34.125,-83.708336
-34.125,-81.208336
-34.125,-78.708336
-34.125,-76.208336
-34.125,-73.708336
-33.769382,-72.156006
-34.469826,-57.94253
-35.030373,-56.297115
-34.60763,-53.350605
-34.125,-51.208332
-34.125,-48.708332
-34.125,-46.208332
-34.125,-43.708332
-34.125,-41.208332
-34.125,-38.708332
-34.125,-36.208332
-34.125,-33.708332
-34.125,-31.208334
-34.125,-28.708334
-34.125,-26.208334
-34.125,-23.708334
-34.125,-21.208334
-34.125,-18.708334
-34.125,-16.208334
-34.125,-13.708333
-34.125,-11.208333
-34.125,-8.708333
-34.125,-6.2083335
-34.125,-3.7083333
-34.125,-1.2083334
-34.125,1.2916666
-34.125,3.7916667
-34.125,6.2916665
-34.125,8.791667
-34.125,11.291667
-34.125,13.791667
-34.125,16.291666
-34.52617,18.440254
-34.87238,21.417381
-34.738693,23.776987
-34.55226,26.378437
-34.15262,28.817102
-34.125,31.291666
-34.125,33.791668
-34.125,36.291668
-34.125,38.791668
-34.125,41.291668
-34.125,43.791668
-34.125,46.291668
-34.125,48.791668
-34.125,51.291668
-34.125,53.791668
-34.125,56.291668
-34.125,58.791668
-34.125,61.291668
-34.125,63.791668
-34.125,66.291664
-34.125,68.791664
-34.125,71.291664
-34.125,73.791664
-34.125,76.291664
-34.125,78.791664
-34.125,81.291664
-34.125,83.791664
-34.125,86.291664
-34.125,88.791664
-34.125,91.291664
-34.125,93.791664
-34.125,96.291664
-34.125,98.791664
-34.125,101.291664
-34.125,103.791664
-34.125,106.291664
-34.125,108.791664
-34.125,111.291664
-34.125,113.78645
-34.615673,115.81219
-34.91915,119.12624
-34.63305,121.29534
-34.384598,123.95047
-34.125,126.291664
-34.125,128.79167
-34.125,131.29167
-34.188786,133.72946
-34.640537,136.40945
-34.50794,137.98082
-34.318077,151.78395
-34.125,153.79167
-34.125,156.29167
-34.125,158.79167
-34.125,161.29167
-34.125,163.79167
-34.125,166.29167
-34.125,168.79167
-34.125,171.29167
-34.026066,173.82184
-34.125,176.29167
-34.125,178.75
-31.625,-178.70833
-31.625,-176.20833
-31.625,-173.70833
-31.625,-171.20833
-31.625,-168.70833
-31.625,-166.20833
-31.625,-163.70833
-31.625,-161.20833
-31.625,-158.70833
-31.625,-156.20833
-31.625,-153.70833
-31.625,-151.20833
-31.625,-148.70833
-31.625,-146.20833
-31.625,-143.70833
-31.625,-141.20833
-31.625,-138.70833
-31.625,-136.20833
-31.625,-133.70833
-31.625,-131.20833
-31.625,-128.70833
-31.625,-126.208336
-31.625,-123.708336
-31.625,-121.208336
-31.625,-118.708336
-31.625,-116.208336
-31.625,-113.708336
-31.625,-111.208336
-31.625,-108.708336
-31.625,-106.208336
-31.625,-103.708336
-31.625,-101.208336
-31.625,-98.708336
-31.625,-96.208336
-31.625,-93.708336
-31.625,-91.208336
-31.625,-88.708336
-31.625,-86.208336
-31.625,-83.708336
-31.625,-81.208336
-31.625,-78.708336
-31.625,-76.208336
-31.625,-73.708336
-31.710443,-72.010284
-31.971966,-50.91636
-31.625,-48.708332
-31.625,-46.208332
-31.625,-43.708332
-31.625,-41.208332
-31.625,-38.708332
-31.625,-36.208332
-31.625,-33.708332
-31.625,-31.208334
-31.625,-28.708334
-31.625,-26.208334
-31.625,-23.708334
-31.625,-21.208334
-31.625,-18.708334
-31.625,-16.208334
-31.625,-13.708333
-31.625,-11.208333
-31.625,-8.708333
-31.625,-6.2083335
-31.625,-3.7083333
-31.625,-1.2083334
-31.625,1.2916666
-31.625,3.7916667
-31.625,6.2916665
-31.625,8.791667
-31.625,11.291667
-31.625,13.791667
-31.63736,16.27884
-32.034767,17.852098
-32.342106,29.433414
-31.6809,31.351786
-31.625,33.791668
-31.625,36.291668
-31.625,38.791668
-31.625,41.291668
-31.625,43.791668
-31.625,46.291668
-31.625,48.791668
-31.625,51.291668
-31.625,53.791668
-31.625,56.291668
-31.625,58.791668
-31.625,61.291668
-31.625,63.791668
-31.625,66.291664
-31.625,68.791664
-31.625,71.291664
-31.625,73.791664
-31.625,76.291664
-31.625,78.791664
-31.625,81.291664
-31.625,83.791664
-31.625,86.291664
-31.625,88.791664
-31.625,91.291664
-31.625,93.791664
-31.625,96.291664
-31.625,98.791664
-31.625,101.291664
-31.625,103.791664
-31.625,106.291664
-31.625,108.791664
-31.625,111.291664
-31.625,113.791664
-31.970707,115.34445
-32.833332,124.95833
-32.60297,126.505745
-32.339867,128.93289
-32.28784,131.20673
-32.532795,133.27043
-32.753967,152.26985
-31.699728,153.92612
-31.625,156.29167
-31.625,158.79167
-31.625,161.29167
-31.625,163.79167
-31.625,166.29167
-31.625,168.79167
-31.625,171.29167
-31.625,173.79167
-31.625,176.29167
-31.625,178.75
-29.125,-178.70833
-29.125,-176.20833
-29.125,-173.70833
-29.125,-171.20833
-29.125,-168.70833
-29.125,-166.20833
-29.125,-163.70833
-29.125,-161.20833
-29.125,-158.70833
-29.125,-156.20833
-29.125,-153.70833
-29.125,-151.20833
-29.125,-148.70833
-29.125,-146.20833
-29.125,-143.70833
-29.125,-141.20833
-29.125,-138.70833
-29.125,-136.20833
-29.125,-133.70833
-29.125,-131.20833
-29.125,-128.70833
-29.125,-126.208336
-29.125,-123.708336
-29.125,-121.208336
-29.125,-118.708336
-29.125,-116.208336
-29.125,-113.708336
-29.125,-111.208336
-29.125,-108.708336
-29.125,-106.208336
-29.125,-103.708336
-29.125,-101.208336
-29.125,-98.708336
-29.125,-96.208336
-29.125,-93.708336
-29.125,-91.208336
-29.125,-88.708336
-29.125,-86.208336
-29.125,-83.708336
-29.125,-81.208336
-29.125,-78.708336
-29.125,-76.208336
-29.125,-73.708336
-29.071789,-71.899666
-30.212122,-50.30682
-29.322721,-48.495052
-29.125,-46.208332
-29.125,-43.708332
-29.125,-41.208332
-29.125,-38.708332
-29.125,-36.208332
-29.125,-33.708332
-29.125,-31.208334
-29.125,-28.708334
-29.125,-26.208334
-29.125,-23.708334
-29.125,-21.208334
-29.125,-18.708334
-29.125,-16.208334
-29.125,-13.708333
-29.125,-11.208333
-29.125,-8.708333
-29.125,-6.2083335
-29.125,-3.7083333
-29.125,-1.2083334
-29.125,1.2916666
-29.125,3.7916667
-29.125,6.2916665
-29.125,8.791667
-29.125,11.291667
-29.125,13.791667
-29.342848,15.924019
-29.692724,31.877434
-29.129837,33.797062
-29.125,36.291668
-29.125,38.791668
-29.125,41.291668
-29.125,43.791668
-29.125,46.291668
-29.125,48.791668
-29.125,51.291668
-29.125,53.791668
-29.125,56.291668
-29.125,58.791668
-29.125,61.291668
-29.125,63.791668
-29.125,66.291664
-29.125,68.791664
-29.125,71.291664
-29.125,73.791664
-29.125,76.291664
-29.125,78.791664
-29.125,81.291664
-29.125,83.791664
-29.125,86.291664
-29.125,88.791664
-29.125,91.291664
-29.125,93.791664
-29.125,96.291664
-29.125,98.791664
-29.125,101.291664
-29.125,103.791664
-29.125,106.291664
-29.125,108.791664
-29.125,111.291664
-29.216753,113.62636
-29.193668,154.2352
-29.125,156.29167
-29.125,158.79167
-29.125,161.29167
-29.125,163.79167
-29.125,166.29167
-29.125,168.79167
-29.125,171.29167
-29.125,173.79167
-29.125,176.29167
-29.125,178.75
-26.625,-178.70833
-26.625,-176.20833
-26.625,-173.70833
-26.625,-171.20833
-26.625,-168.70833
-26.625,-166.20833
-26.625,-163.70833
-26.625,-161.20833
-26.625,-158.70833
-26.625,-156.20833
-26.625,-153.70833
-26.625,-151.20833
-26.625,-148.70833
-26.625,-146.20833
-26.625,-143.70833
-26.625,-141.20833
-26.625,-138.70833
-26.625,-136.20833
-26.625,-133.70833
-26.625,-131.20833
-26.625,-128.70833
-26.625,-126.208336
-26.625,-123.708336
-26.625,-121.208336
-26.625,-118.708336
-26.625,-116.208336
-26.625,-113.708336
-26.625,-111.208336
-26.625,-108.708336
-26.625,-106.208336
-26.625,-103.708336
-26.625,-101.208336
-26.625,-98.708336
-26.625,-96.208336
-26.625,-93.708336
-26.625,-91.208336
-26.625,-88.708336
-26.625,-86.208336
-26.625,-83.708336
-26.625,-81.208336
-26.625,-78.708336
-26.625,-76.208336
-26.625,-73.708336
-26.569113,-71.63851
-26.657906,-48.003845
-26.625,-46.208332
-26.625,-43.708332
-26.625,-41.208332
-26.625,-38.708332
-26.625,-36.208332
-26.625,-33.708332
-26.625,-31.208334
-26.625,-28.708334
-26.625,-26.208334
-26.625,-23.708334
-26.625,-21.208334
-26.625,-18.708334
-26.625,-16.208334
-26.625,-13.708333
-26.625,-11.208333
-26.625,-8.708333
-26.625,-6.2083335
-26.625,-3.7083333
-26.625,-1.2083334
-26.625,1.2916666
-26.625,3.7916667
-26.625,6.2916665
-26.625,8.791667
-26.625,11.291667
-26.648762,13.758762
-27.37649,15.221726
-26.64097,33.942894
-26.625,36.291668
-26.625,38.791668
-26.625,41.291668
-26.625,43.791668
-26.656107,46.315926
-26.625,48.791668
-26.625,51.291668
-26.625,53.791668
-26.625,56.291668
-26.625,58.791668
-26.625,61.291668
-26.625,63.791668
-26.625,66.291664
-26.625,68.791664
-26.625,71.291664
-26.625,73.791664
-26.625,76.291664
-26.625,78.791664
-26.625,81.291664
-26.625,83.791664
-26.625,86.291664
-26.625,88.791664
-26.625,91.291664
-26.625,93.791664
-26.625,96.291664
-26.625,98.791664
-26.625,101.291664
-26.625,103.791664
-26.625,106.291664
-26.625,108.791664
-26.625,111.291664
-26.632057,113.25588
-26.596376,154.12411
-26.625,156.29167
-26.625,158.79167
-26.625,161.29167
-26.625,163.79167
-26.625,166.29167
-26.625,168.79167
-26.625,171.29167
-26.625,173.79167
-26.625,176.29167
-26.625,178.75
-24.125,-178.70833
-24.125,-176.20833
-24.125,-173.70833
-24.125,-171.20833
-24.125,-168.70833
-24.125,-166.20833
-24.125,-163.70833
-24.125,-161.20833
-24.125,-158.70833
-24.125,-156.20833
-24.125,-153.70833
-24.125,-151.20833
-24.125,-148.70833
-24.125,-146.20833
-24.125,-143.70833
-24.125,-141.20833
-24.125,-138.70833
-24.125,-136.20833
-24.125,-133.70833
-24.125,-131.20833
-24.125,-128.70833
-24.125,-126.208336
-24.125,-123.708336
-24.125,-121.208336
-24.125,-118.708336
-24.125,-116.208336
-24.125,-113.708336
-24.125,-111.208336
-24.125,-108.708336
-24.125,-106.208336
-24.125,-103.708336
-24.125,-101.208336
-24.125,-98.708336
-24.125,-96.208336
-24.125,-93.708336
-24.125,-91.208336
-24.125,-88.708336
-24.125,-86.208336
-24.125,-83.708336
-24.125,-81.208336
-24.125,-78.708336
-24.125,-76.208336
-24.125,-73.708336
-24.130062,-71.47352
-25.146929,-47.730263
-24.666319,-46.034622
-24.204166,-43.68155
-24.125,-41.208332
-24.125,-38.708332
-24.125,-36.208332
-24.125,-33.708332
-24.125,-31.208334
