latitude,longitude
-64.04597,108.78767
-64.041664,111.291664
-64.041664,113.791664
-64.055885,116.30147
-64.083336,118.791664
-64.06977,121.281975
-64.041664,123.791664
-64.041664,126.291664
-64.041664,128.79167
-63.979645,131.25896
-64.005295,133.75664
-63.875175,136.35583
-64.041664,138.79167
-64.041664,141.29167
-64.041664,143.79167
-64.041664,146.29167
-64.041664,148.79167
-64.041664,151.29167
-64.06287,153.80263
-64.083336,156.29167
-64.083336,158.79167
-64.083336,161.29167
-64.083336,163.79167
-64.083336,166.29167
-64.083336,168.79167
-64.083336,171.29167
-64.083336,173.79167
-64.083336,176.29167
-64.08333,178.75
-61.625,-178.70833
-61.625,-176.20833
-61.625,-173.70833
-61.625,-171.20833
-61.625,-168.70833
-61.625,-166.20833
-61.625,-163.70833
-61.625,-161.20833
-61.625,-158.70833
-61.625,-156.20833
-61.625,-153.70833
-61.625,-151.20833
-61.625,-148.70833
-61.625,-146.20833
-61.625,-143.70833
-61.625,-141.20833
-61.625,-138.70833
-61.625,-136.20833
-61.625,-133.70833
-61.625,-131.20833
-61.625,-128.70833
-61.625,-126.208336
-61.625,-123.708336
-61.625,-121.208336
-61.625,-118.708336
-61.625,-116.208336
-61.625,-113.708336
-61.625,-111.208336
-61.625,-108.708336
-61.625,-106.208336
-61.625,-103.708336
-61.625,-101.208336
-61.625,-98.708336
-61.625,-96.208336
-61.625,-93.708336
-61.625,-91.208336
-61.625,-88.708336
-61.625,-86.208336
-61.625,-83.708336
-61.625,-81.208336
-61.625,-78.708336
-61.625,-76.208336
-61.625,-73.708336
-61.625,-71.208336
-61.625,-68.708336
-61.625,-66.208336
-61.625,-63.708332
-61.61149,-61.221848
-61.607544,-58.72579
-61.628357,-56.214764
-61.625,-53.708332
-61.565033,-51.225468
-61.550533,-48.700356
-61.625,-46.208332
-61.625,-43.708332
-61.625,-41.208332
-61.625,-38.708332
-61.625,-36.208332
-61.625,-33.708332
-61.625,-31.208334
-61.625,-28.708334
-61.625,-26.208334
-61.625,-23.708334
-61.625,-21.208334
-61.625,-18.708334
-61.625,-16.208334
-61.625,-13.708333
-61.625,-11.208333
-61.625,-8.708333
-61.625,-6.2083335
-61.625,-3.7083333
-61.625,-1.2083334
-61.625,1.2916666
-61.625,3.7916667
-61.625,6.2916665
-61.625,8.791667
-61.625,11.291667
-61.625,13.791667
-61.625,16.291666
-61.625,18.791666
-61.625,21.291666
-61.625,23.791666
-61.625,26.291666
-61.625,28.791666
-61.625,31.291666
-61.625,33.791668
-61.625,36.291668
-61.625,38.791668
-61.625,41.291668
-61.625,43.791668
-61.625,46.291668
-61.625,48.791668
-61.625,51.291668
-61.625,53.791668
-61.625,56.291668
-61.625,58.791668
-61.625,61.291668
-61.625,63.791668
-61.625,66.291664
-61.625,68.791664
-61.625,71.291664
-61.625,73.791664
-61.625,76.291664
-61.625,78.791664
-61.625,81.291664
-61.625,83.791664
-61.625,86.291664
-61.625,88.791664
-61.625,91.291664
-61.625,93.791664
-61.625,96.291664
-61.625,98.791664
-61.625,101.291664
-61.625,103.791664
-61.625,106.291664
-61.625,108.791664
-61.625,111.291664
-61.625,113.791664
-61.625,116.291664
-61.625,118.791664
-61.625,121.291664
-61.625,123.791664
-61.625,126.291664
-61.625,128.79167
-61.625,131.29167
-61.625,133.79167
-61.625,136.29167
-61.625,138.79167
-61.625,141.29167
-61.625,143.79167
-61.625,146.29167
-61.625,148.79167
-61.625,151.29167
-61.625,153.79167
-61.625,156.29167
-61.625,158.79167
-61.625,161.29167
-61.625,163.79167
-61.625,166.29167
-61.625,168.79167
-61.625,171.29167
-61.625,173.79167
-61.625,176.29167
-61.625,178.75
-59.125,-178.70833
-59.125,-176.20833
-59.125,-173.70833
-59.125,-171.20833
-59.125,-168.70833
-59.125,-166.20833
-59.125,-163.70833
-59.125,-161.20833
-59.125,-158.70833
-59.125,-156.20833
-59.125,-153.70833
-59.125,-151.20833
-59.125,-148.70833
-59.125,-146.20833
-59.125,-143.70833
-59.125,-141.20833
-59.125,-138.70833
-59.125,-136.20833
-59.125,-133.70833
-59.125,-131.20833
-59.125,-128.70833
-59.125,-126.208336
-59.125,-123.708336
-59.125,-121.208336
-59.125,-118.708336
-59.125,-116.208336
-59.125,-113.708336
-59.125,-111.208336
-59.125,-108.708336
-59.125,-106.208336
-59.125,-103.708336
-59.125,-101.208336
-59.125,-98.708336
-59.125,-96.208336
-59.125,-93.708336
-59.125,-91.208336
-59.125,-88.708336
-59.125,-86.208336
-59.125,-83.708336
-59.125,-81.208336
-59.125,-78.708336
-59.125,-76.208336
-59.125,-73.708336
-59.125,-71.208336
-59.125,-68.708336
-59.125,-66.208336
-59.125,-63.708332
-59.125,-61.208332
-59.125,-58.708332
-59.125,-56.208332
-59.125,-53.708332
-59.125,-51.208332
-59.125,-48.708332
-59.125,-46.208332
-59.125,-43.708332
-59.125,-41.208332
-59.125,-38.708332
-59.125,-36.208332
-59.125,-33.708332
-59.125,-31.208334
-59.125,-28.708334
-59.125,-26.208334
-59.125,-23.708334
-59.125,-21.208334
-59.125,-18.708334
-59.125,-16.208334
-59.125,-13.708333
-59.125,-11.208333
-59.125,-8.708333
-59.125,-6.2083335
-59.125,-3.7083333
-59.125,-1.2083334
-59.125,1.2916666
-59.125,3.7916667
-59.125,6.2916665
-59.125,8.791667
-59.125,11.291667
-59.125,13.791667
-59.125,16.291666
-59.125,18.791666
-59.125,21.291666
-59.125,23.791666
-59.125,26.291666
-59.125,28.791666
-59.125,31.291666
-59.125,33.791668
-59.125,36.291668
-59.125,38.791668
-59.125,41.291668
-59.125,43.791668
-59.125,46.291668
-59.125,48.791668
-59.125,51.291668
-59.125,53.791668
-59.125,56.291668
-59.125,58.791668
-59.125,61.291668
-59.125,63.791668
-59.125,66.291664
-59.125,68.791664
-59.125,71.291664
-59.125,73.791664
-59.125,76.291664
-59.125,78.791664
-59.125,81.291664
-59.125,83.791664
-59.125,86.291664
-59.125,88.791664
-59.125,91.291664
-59.125,93.791664
-59.125,96.291664
-59.125,98.791664
-59.125,101.291664
-59.125,103.791664
-59.125,106.291664
-59.125,108.791664
-59.125,111.291664
-59.125,113.791664
-59.125,116.291664
-59.125,118.791664
-59.125,121.291664
-59.125,123.791664
-59.125,126.291664
-59.125,128.79167
-59.125,131.29167
-59.125,133.79167
-59.125,136.29167
-59.125,138.79167
-59.125,141.29167
-59.125,143.79167
-59.125,146.29167
-59.125,148.79167
-59.125,151.29167
-59.125,153.79167
-59.125,156.29167
-59.125,158.79167
-59.125,161.29167
-59.125,163.79167
-59.125,166.29167
-59.125,168.79167
-59.125,171.29167
-59.125,173.79167
-59.125,176.29167
-59.125,178.75
-56.625,-178.70833
-56.625,-176.20833
-56.625,-173.70833
-56.625,-171.20833
-56.625,-168.70833
-56.625,-166.20833
-56.625,-163.70833
-56.625,-161.20833
-56.625,-158.70833
-56.625,-156.20833
-56.625,-153.70833
-56.625,-151.20833
-56.625,-148.70833
-56.625,-146.20833
-56.625,-143.70833
-56.625,-141.20833
-56.625,-138.70833
-56.625,-136.20833
-56.625,-133.70833
-56.625,-131.20833
-56.625,-128.70833
-56.625,-126.208336
-56.625,-123.708336
-56.625,-121.208336
-56.625,-118.708336
-56.625,-116.208336
-56.625,-113.708336
-56.625,-111.208336
-56.625,-108.708336
-56.625,-106.208336
-56.625,-103.708336
-56.625,-101.208336
-56.625,-98.708336
-56.625,-96.208336
-56.625,-93.708336
-56.625,-91.208336
-56.625,-88.708336
-56.625,-86.208336
-56.625,-83.708336
-56.625,-81.208336
-56.625,-78.708336
-56.625,-76.208336
-56.625,-73.708336
-56.625,-71.208336
-56.653664,-68.71868
-56.625,-66.208336
-56.625,-63.708332
-56.625,-61.208332
-56.625,-58.708332
-56.625,-56.208332
-56.625,-53.708332
-56.625,-51.208332
-56.625,-48.708332
-56.625,-46.208332
-56.625,-43.708332
-56.625,-41.208332
-56.625,-38.708332
-56.625,-36.208332
-56.625,-33.708332
-56.625,-31.208334
-56.625,-28.708334
-56.625,-26.208334
-56.625,-23.708334
-56.625,-21.208334
-56.625,-18.708334
-56.625,-16.208334
-56.625,-13.708333
-56.625,-11.208333
-56.625,-8.708333
-56.625,-6.2083335
-56.625,-3.7083333
-56.625,-1.2083334
-56.625,1.2916666
-56.625,3.7916667
-56.625,6.2916665
-56.625,8.791667
-56.625,11.291667
-56.625,13.791667
-56.625,16.291666
-56.625,18.791666
-56.625,21.291666
-56.625,23.791666
-56.625,26.291666
-56.625,28.791666
-56.625,31.291666
-56.625,33.791668
-56.625,36.291668
-56.625,38.791668
-56.625,41.291668
-56.625,43.791668
-56.625,46.291668
-56.625,48.791668
-56.625,51.291668
-56.625,53.791668
-56.625,56.291668
-56.625,58.791668
-56.625,61.291668
-56.625,63.791668
-56.625,66.291664
-56.625,68.791664
-56.625,71.291664
-56.625,73.791664
-56.625,76.291664
-56.625,78.791664
-56.625,81.291664
-56.625,83.791664
-56.625,86.291664
-56.625,88.791664
-56.625,91.291664
-56.625,93.791664
-56.625,96.291664
-56.625,98.791664
-56.625,101.291664
-56.625,103.791664
-56.625,106.291664
-56.625,108.791664
-56.625,111.291664
-56.625,113.791664
-56.625,116.291664
-56.625,118.791664
-56.625,121.291664
-56.625,123.791664
-56.625,126.291664
-56.625,128.79167
-56.625,131.29167
-56.625,133.79167
-56.625,136.29167
-56.625,138.79167
-56.625,141.29167
-56.625,143.79167
-56.625,146.29167
-56.625,148.79167
-56.625,151.29167
-56.625,153.79167
-56.625,156.29167
-56.625,158.79167
-56.625,161.29167
-56.625,163.79167
-56.625,166.29167
-56.625,168.79167
-56.625,171.29167
-56.625,173.79167
-56.625,176.29167
-56.625,178.75
-54.125,-178.70833
-54.125,-176.20833
-54.125,-173.70833
-54.125,-171.20833
-54.125,-168.70833
-54.125,-166.20833
-54.125,-163.70833
-54.125,-161.20833
-54.125,-158.70833
-54.125,-156.20833
-54.125,-153.70833
-54.125,-151.20833
-54.125,-148.70833
-54.125,-146.20833
-54.125,-143.70833
-54.125,-141.20833
-54.125,-138.70833
-54.125,-136.20833
-54.125,-133.70833
-54.125,-131.20833
-54.125,-128.70833
-54.125,-126.208336
-54.125,-123.708336
-54.125,-121.208336
-54.125,-118.708336
-54.125,-116.208336
-54.125,-113.708336
-54.125,-111.208336
-54.125,-108.708336
-54.125,-106.208336
-54.125,-103.708336
-54.125,-101.208336
-54.125,-98.708336
-54.125,-96.208336
-54.125,-93.708336
-54.125,-91.208336
-54.125,-88.708336
-54.125,-86.208336
-54.125,-83.708336
-54.125,-81.208336
-54.125,-78.708336
-54.125,-76.208336
-54.32312,-73.84146
-54.78981,-71.41123
-54.01964,-68.27322
-53.94375,-66.06201
-54.125,-63.708332
-54.125,-61.208332
-54.125,-58.708332
-54.125,-56.208332
-54.125,-53.708332
-54.125,-51.208332
-54.125,-48.708332
-54.125,-46.208332
-54.125,-43.708332
-54.125,-41.208332
-54.125,-38.708332
-54.09866,-36.1757
-54.125,-33.708332
-54.125,-31.208334
-54.125,-28.708334
-54.125,-26.208334
-54.125,-23.708334
-54.125,-21.208334
-54.125,-18.708334
-54.125,-16.208334
-54.125,-13.708333
-54.125,-11.208333
-54.125,-8.708333
-54.125,-6.2083335
-54.125,-3.7083333
-54.125,-1.2083334
-54.125,1.2916666
-54.125,3.7916667
-54.125,6.2916665
-54.125,8.791667
-54.125,11.291667
-54.125,13.791667
-54.125,16.291666
-54.125,18.791666
-54.125,21.291666
-54.125,23.791666
-54.125,26.291666
-54.125,28.791666
-54.125,31.291666
-54.125,33.791668
-54.125,36.291668
-54.125,38.791668
-54.125,41.291668
-54.125,43.791668
-54.125,46.291668
-54.125,48.791668
-54.125,51.291668
-54.125,53.791668
-54.125,56.291668
-54.125,58.791668
-54.125,61.291668
-54.125,63.791668
-54.125,66.291664
-54.125,68.791664
-54.125,71.291664
-54.129463,73.79241
-54.125,76.291664
-54.125,78.791664
-54.125,81.291664
-54.125,83.791664
-54.125,86.291664
-54.125,88.791664
-54.125,91.291664
-54.125,93.791664
-54.125,96.291664
-54.125,98.791664
-54.125,101.291664
-54.125,103.791664
-54.125,106.291664
-54.125,108.791664
-54.125,111.291664
-54.125,113.791664
-54.125,116.291664
-54.125,118.791664
-54.125,121.291664
-54.125,123.791664
-54.125,126.291664
-54.125,128.79167
-54.125,131.29167
-54.125,133.79167
-54.125,136.29167
-54.125,138.79167
-54.125,141.29167
-54.125,143.79167
-54.125,146.29167
-54.125,148.79167
-54.125,151.29167
-54.125,153.79167
-54.125,156.29167
-54.125,158.79167
-54.125,161.29167
-54.125,163.79167
-54.125,166.29167
-54.125,168.79167
-54.125,171.29167
-54.125,173.79167
-54.125,176.29167
-54.125,178.75
-51.625,-178.70833
-51.625,-176.20833
-51.625,-173.70833
-51.625,-171.20833
-51.625,-168.70833
-51.625,-166.20833
-51.625,-163.70833
-51.625,-161.20833
-51.625,-158.70833
-51.625,-156.20833
-51.625,-153.70833
-51.625,-151.20833
-51.625,-148.70833
-51.625,-146.20833
-51.625,-143.70833
-51.625,-141.20833
-51.625,-138.70833
-51.625,-136.20833
-51.625,-133.70833
-51.625,-131.20833
-51.625,-128.70833
-51.625,-126.208336
-51.625,-123.708336
-51.625,-121.208336
-51.625,-118.708336
-51.625,-116.208336
-51.625,-113.708336
-51.625,-111.208336
-51.625,-108.708336
-51.625,-106.208336
-51.625,-103.708336
-51.625,-101.208336
-51.625,-98.708336
-51.625,-96.208336
-51.625,-93.708336
-51.625,-91.208336
-51.625,-88.708336
-51.625,-86.208336
-51.625,-83.708336
-51.625,-81.208336
-51.625,-78.708336
-51.63921,-76.243034
-51.55186,-68.20483
-51.625,-66.208336
-51.625,-63.708332
-51.606697,-61.29379
-51.594257,-58.606037
-51.625,-56.208332
-51.625,-53.708332
-51.625,-51.208332
-51.625,-48.708332
-51.625,-46.208332
-51.625,-43.708332
-51.625,-41.208332
-51.625,-38.708332
-51.625,-36.208332
-51.625,-33.708332
-51.625,-31.208334
-51.625,-28.708334
-51.625,-26.208334
-51.625,-23.708334
-51.625,-21.208334
-51.625,-18.708334
-51.625,-16.208334
-51.625,-13.708333
-51.625,-11.208333
-51.625,-8.708333
-51.625,-6.2083335
-51.625,-3.7083333
-51.625,-1.2083334
-51.625,1.2916666
-51.625,3.7916667
-51.625,6.2916665
-51.625,8.791667
-51.625,11.291667
-51.625,13.791667
-51.625,16.291666
-51.625,18.791666
-51.625,21.291666
-51.625,23.791666
-51.625,26.291666
-51.625,28.791666
-51.625,31.291666
-51.625,33.791668
-51.625,36.291668
-51.625,38.791668
-51.625,41.291668
-51.625,43.791668
-51.625,46.291668
-51.625,48.791668
-51.625,51.291668
-51.625,53.791668
-51.625,56.291668
-51.625,58.791668
-51.625,61.291668
-51.625,63.791668
-51.625,66.291664
-51.625,68.791664
-51.625,71.291664
-51.625,73.791664
-51.625,76.291664
-51.625,78.791664
-51.625,81.291664
-51.625,83.791664
-51.625,86.291664
-51.625,88.791664
-51.625,91.291664
-51.625,93.791664
-51.625,96.291664
-51.625,98.791664
-51.625,101.291664
-51.625,103.791664
-51.625,106.291664
-51.625,108.791664
-51.625,111.291664
-51.625,113.791664
-51.625,116.291664
-51.625,118.791664
-51.625,121.291664
-51.625,123.791664
-51.625,126.291664
-51.625,128.79167
-51.625,131.29167
-51.625,133.79167
-51.625,136.29167
-51.625,138.79167
-51.625,141.29167
-51.625,143.79167
-51.625,146.29167
-51.625,148.79167
-51.625,151.29167
-51.625,153.79167
-51.625,156.29167
-51.625,158.79167
-51.625,161.29167
-51.625,163.79167
-51.625,166.29167
-51.625,168.79167
-51.625,171.29167
-51.625,173.79167
-51.625,176.29167
-51.625,178.75
-49.125,-178.70833
-49.125,-176.20833
-49.125,-173.70833
-49.125,-171.20833
-49.125,-168.70833
-49.125,-166.20833
-49.125,-163.70833
-49.125,-161.20833
-49.125,-158.70833
-49.125,-156.20833
-49.125,-153.70833
-49.125,-151.20833
-49.125,-148.70833
-49.125,-146.20833
-49.125,-143.70833
-49.125,-141.20833
-49.125,-138.70833
-49.125,-136.20833
-49.125,-133.70833
-49.125,-131.20833
-49.125,-128.70833
-49.125,-126.208336
-49.125,-123.708336
-49.125,-121.208336
-49.125,-118.708336
-49.125,-116.208336
-49.125,-113.708336
-49.125,-111.208336
-49.125,-108.708336
-49.125,-106.208336
-49.125,-103.708336
-49.125,-101.208336
-49.125,-98.708336
-49.125,-96.208336
-49.125,-93.708336
-49.125,-91.208336
-49.125,-88.708336
-49.125,-86.208336
-49.125,-83.708336
-49.125,-81.208336
-49.125,-78.708336
-49.147694,-76.373764
-50.027027,-67.84009
-49.298046,-66.08178
-49.125,-63.708332
-49.125,-61.208332
-49.125,-58.708332
-49.125,-56.208332
-49.125,-53.708332
-49.125,-51.208332
-49.125,-48.708332
-49.125,-46.208332
-49.125,-43.708332
-49.125,-41.208332
-49.125,-38.708332
-49.125,-36.208332
-49.125,-33.708332
-49.125,-31.208334
-49.125,-28.708334
-49.125,-26.208334
-49.125,-23.708334
-49.125,-21.208334
-49.125,-18.708334
-49.125,-16.208334
-49.125,-13.708333
-49.125,-11.208333
-49.125,-8.708333
-49.125,-6.2083335
-49.125,-3.7083333
-49.125,-1.2083334
-49.125,1.2916666
-49.125,3.7916667
-49.125,6.2916665
-49.125,8.791667
-49.125,11.291667
